,Time,rep,baseline,variable,value,glucose,inoc,glucose_conc,inoc_name
297,3.090366397,x,yes,E3,19.39323949,0,6,E,3
298,3.340366397,x,yes,E3,22.87018783,0,6,E,3
299,3.590366397,x,yes,E3,27.35499307,0,6,E,3
300,3.840366397,x,yes,E3,29.03029873,0,6,E,3
301,4.090366397,x,yes,E3,30.07990803,0,6,E,3
302,4.340366397,x,yes,E3,32.52745201,0,6,E,3
303,4.590366397,x,yes,E3,33.32864651,0,6,E,3
304,4.840366397,x,yes,E3,35.12627109,0,6,E,3
305,5.090366397,x,yes,E3,34.64067236,0,6,E,3
306,5.340366397,x,yes,E3,34.40781979,0,6,E,3
307,5.590366397,x,yes,E3,31.32812131,0,6,E,3
308,5.840366397,x,yes,E3,27.64867985,0,6,E,3
309,6.090366397,x,yes,E3,25.58322688,0,6,E,3
310,6.340366397,x,yes,E3,24.20260222,0,6,E,3
311,6.590366397,x,yes,E3,22.9587893,0,6,E,3
312,6.840366397,x,yes,E3,21.90383798,0,6,E,3
313,7.090366397,x,yes,E3,20.8650954,0,6,E,3
314,7.340366397,x,yes,E3,20.10226496,0,6,E,3
315,7.590366397,x,yes,E3,19.35949281,0,6,E,3
316,7.840366397,x,yes,E3,18.64604712,0,6,E,3
317,8.090366397,x,yes,E3,18.03567307,0,6,E,3
318,8.340366397,x,yes,E3,17.56298398,0,6,E,3
319,8.590366397,x,yes,E3,17.18080422,0,6,E,3
320,8.840366397,x,yes,E3,16.79453011,0,6,E,3
321,9.090366397,x,yes,E3,16.37023842,0,6,E,3
322,9.340366397,x,yes,E3,15.92159481,0,6,E,3
323,9.590366397,x,yes,E3,15.33013069,0,6,E,3
324,9.840366397,x,yes,E3,14.79188531,0,6,E,3
325,10.0903664,x,yes,E3,14.20504203,0,6,E,3
326,10.3403664,x,yes,E3,13.59957278,0,6,E,3
327,10.5903664,x,yes,E3,13.08480903,0,6,E,3
328,10.8403664,x,yes,E3,12.55859766,0,6,E,3
329,11.0903664,x,yes,E3,12.01862147,0,6,E,3
330,11.3403664,x,yes,E3,11.56769267,0,6,E,3
331,11.5903664,x,yes,E3,11.08843308,0,6,E,3
332,11.8403664,x,yes,E3,10.57308661,0,6,E,3
333,12.0903664,x,yes,E3,10.08932794,0,6,E,3
334,12.3403664,x,yes,E3,9.643014493,0,6,E,3
335,12.5903664,x,yes,E3,9.225191774,0,6,E,3
336,12.8403664,x,yes,E3,8.877540557,0,6,E,3
337,13.0903664,x,yes,E3,8.517307329,0,6,E,3
338,13.3403664,x,yes,E3,8.141530577,0,6,E,3
339,13.5903664,x,yes,E3,7.779325649,0,6,E,3
340,13.8403664,x,yes,E3,7.45288431,0,6,E,3
341,14.0903664,x,yes,E3,7.072242289,0,6,E,3
342,14.3403664,x,yes,E3,6.703874218,0,6,E,3
343,14.5903664,x,yes,E3,6.440917502,0,6,E,3
344,14.8403664,x,yes,E3,6.145581168,0,6,E,3
345,15.0903664,x,yes,E3,5.853264061,0,6,E,3
346,15.3403664,x,yes,E3,5.551821459,0,6,E,3
347,15.5903664,x,yes,E3,5.282652765,0,6,E,3
348,15.8403664,x,yes,E3,5.005764224,0,6,E,3
349,16.0903664,x,yes,E3,4.723007451,0,6,E,3
350,16.3403664,x,yes,E3,4.465715387,0,6,E,3
351,16.5903664,x,yes,E3,4.219084916,0,6,E,3
352,16.8403664,x,yes,E3,4.080247856,0,6,E,3
353,17.0903664,x,yes,E3,3.877662657,0,6,E,3
354,17.3403664,x,yes,E3,3.751679799,0,6,E,3
355,17.5903664,x,yes,E3,3.562670874,0,6,E,3
356,17.8403664,x,yes,E3,3.476610272,0,6,E,3
357,18.0903664,x,yes,E3,3.352345756,0,6,E,3
358,18.3403664,x,yes,E3,3.228653966,0,6,E,3
